order_id,customer_id,customer_name,email,order_date,ship_date,product_id,product_name,category,region,city,quantity,unit_price,discount,revenue,payment_method,customer_segment,rating,is_shipped,is_price_outlier,is_return,order_year,order_month,order_quarter,order_month_name,order_day_of_week,revenue_per_unit,customer_ltv
ORD001013,CUST00125,Dr. Larry Long Jr.,yangronald@example.org,2023-07-14,2023-07-19 00:00:00.000000000,PROD261,Synergized high-level infrastructure,Electronics,West,San Francisco,1,349.61,0.1,314.65,Credit Card,New,2.0,1,0,0,2023,7,3,Jul,Friday,314.65,6519.0199999999995
ORD001014,CUST00168,Daniel Potter,jennifer07@example.com,2024-11-22,2024-11-26 00:00:00.000000000,PROD833,Streamlined asynchronous encoding,Clothing,North,Chicago,4,349.46,0.0,1397.84,PayPal,New,3.0,1,0,0,2024,11,4,Nov,Friday,349.46,5096.28
ORD001015,CUST01037,William Johnson,nicolejones@example.net,2023-11-20,2023-11-22 00:00:00.000000000,PROD261,Configurable high-level forecast,Electronics,East,Washington DC,2,48.59,0.0,97.18,Credit Card,Returning,5.0,1,0,0,2023,11,4,Nov,Monday,48.59,5024.66
ORD001016,CUST00542,Martin Mahoney,brodgers@example.org,2024-11-14,2024-11-23 00:00:00.000000000,PROD834,Seamless systematic monitoring,Clothing,Central,Dallas,2,563.66,0.0,1127.32,Credit Card,Returning,3.0,1,0,0,2024,11,4,Nov,Thursday,563.66,3589.09
ORD001017,CUST00008,Jessica Murray,juliescott@example.org,2023-09-15,2023-09-16 00:00:00.000000000,PROD822,Devolved object-oriented projection,Electronics,Central,Nashville,7,498.46,0.0,3489.22,Credit Card,New,3.0,1,0,0,2023,9,3,Sep,Friday,498.46,8476.45
ORD001018,CUST00747,Troy Marquez,shahanna@example.org,2024-01-14,2024-01-24 00:00:00.000000000,PROD355,Seamless attitude-oriented encoding,Home & Garden,South,Houston,7,80.83,0.0,565.81,PayPal,Returning,3.0,1,0,0,2024,1,1,Jan,Sunday,80.83,11027.72
ORD001019,CUST00368,Cynthia Montoya,robersonjoseph@example.net,2023-08-31,2023-09-03 00:00:00.000000000,PROD930,Cross-group scalable Graphic Interface,Home & Garden,West,San Francisco,3,529.44,0.0,1588.32,Debit Card,Returning,1.0,1,0,0,2023,8,3,Aug,Thursday,529.44,3868.2000000000003
ORD001020,CUST00467,Kathryn Khan,mking@example.org,2024-04-26,2024-04-30 00:00:00.000000000,PROD891,Open-source multi-tasking artificial intelligence,Electronics,West,Los Angeles,8,213.05,0.2,1363.52,Credit Card,Returning,3.0,1,0,0,2024,4,2,Apr,Friday,170.44,6250.17
ORD001021,CUST00079,Valerie Smith,kaylajacobson@example.org,2023-01-29,2023-01-31 00:00:00.000000000,PROD623,Horizontal bottom-line conglomeration,Electronics,Central,Kansas City,5,111.25,0.0,556.25,Credit Card,New,1.0,1,0,0,2023,1,1,Jan,Sunday,111.25,6393.360000000001
ORD001022,CUST00677,Sean Davis,david75@example.net,2024-06-16,2024-06-25 00:00:00.000000000,PROD782,Visionary contextually-based protocol,Sports,West,Los Angeles,4,221.71,0.0,886.84,Apple Pay,Returning,5.0,1,0,0,2024,6,2,Jun,Sunday,221.71,11688.25
ORD001023,CUST00832,Todd Harris,michael17@example.com,2024-03-06,2024-03-17 00:00:00.000000000,PROD576,Monitored bandwidth-monitored framework,Clothing,South,Atlanta,3,9303.71,0.0,1113.69,Credit Card,New,4.0,1,1,0,2024,3,1,Mar,Wednesday,371.23,4651.7300000000005
ORD001024,CUST00482,Pamela Miller,kelli27@example.com,2023-10-18,2023-10-27 00:00:00.000000000,PROD586,Distributed multimedia synergy,Sports,South,Houston,-6,60.57,0.2,-290.74,PayPal,New,4.0,1,0,1,2023,10,4,Oct,Wednesday,48.46,10291.64
ORD001025,CUST00012,Lori Chambers,william21@example.org,2024-12-14,2024-12-21 00:00:00.000000000,PROD923,Decentralized empowering throughput,Home & Garden,Central,Denver,4,92.8,0.15,315.52,Credit Card,Returning,5.0,1,0,0,2024,12,4,Dec,Saturday,78.88,4308.900000000001
ORD001026,CUST01034,Terri Garrison,sellerslinda@example.org,2024-04-12,2024-04-15 00:00:00.000000000,PROD560,Assimilated client-server superstructure,Books,South,Houston,6,570.27,0.05,3250.54,Debit Card,Returning,3.0,1,0,0,2024,4,2,Apr,Friday,541.76,9881.98
ORD001027,CUST00557,Carol Smith,lfritz@example.com,2024-10-03,2024-10-07 00:00:00.000000000,PROD256,Virtual clear-thinking complexity,Clothing,Central,Nashville,2,429.56,0.0,859.12,Credit Card,Returning,3.0,1,0,0,2024,10,4,Oct,Thursday,429.56,9547.61
ORD001028,CUST01197,Timothy Ford,jamesanderson@example.org,2024-03-01,2024-03-02 00:00:00.000000000,PROD405,Adaptive background knowledge user,Electronics,Central,Nashville,7,18209.85,0.2,1325.74,PayPal,VIP,3.0,1,1,0,2024,3,1,Mar,Friday,189.39,5983.0599999999995
ORD001029,CUST00829,Carrie Hernandez,curtiskevin@example.org,2024-05-14,2024-05-18 00:00:00.000000000,PROD503,Business-focused zero-defect forecast,Clothing,West,San Francisco,8,22.27,0.0,178.16,Credit Card,New,3.0,1,0,0,2024,5,2,May,Tuesday,22.27,3100.03
ORD001030,CUST00670,Michael Carr,edward80@example.com,2024-04-17,2024-04-20 00:00:00.000000000,PROD954,Persistent optimizing pricing structure,Electronics,West,San Francisco,7,199.77,0.05,1328.47,Credit Card,Returning,1.0,1,0,0,2024,4,2,Apr,Wednesday,189.78,4967.45
ORD001031,CUST00409,Nancy Baker,amack@example.org,2024-10-27,2024-10-29 00:00:00.000000000,PROD323,Optional needs-based migration,Books,East,Boston,1,453.77,0.0,453.77,PayPal,Returning,2.0,1,0,0,2024,10,4,Oct,Sunday,453.77,4461.66
ORD001032,CUST00769,Miss Jenna Mendez,simpsonroberto@example.net,2023-06-17,2023-06-22 00:00:00.000000000,PROD204,Up-sized incremental encoding,Electronics,Central,Dallas,1,557.69,0.1,501.92,PayPal,VIP,5.0,1,0,0,2023,6,2,Jun,Saturday,501.92,1051.14
ORD001033,CUST00699,Nancy Wong,unknown,2023-12-22,2023-12-31 00:00:00.000000000,PROD948,Cloned regional approach,Home & Garden,North,Chicago,6,46.03,0.15,234.75,Debit Card,Returning,3.0,1,0,0,2023,12,4,Dec,Friday,39.12,943.33
ORD001034,CUST00550,Rita Powers,mmiller@example.com,2024-09-22,2024-10-01 00:00:00.000000000,PROD868,Right-sized regional neural-net,Books,Central,Kansas City,8,264.17,0.15,1796.36,Credit Card,Returning,3.0,1,0,0,2024,9,3,Sep,Sunday,224.54,9685.24
ORD001035,CUST00573,Lauren White,cpatel@example.net,2023-11-29,2023-12-02 00:00:00.000000000,PROD187,Virtual tangible challenge,Home & Garden,North,Milwaukee,-6,479.71,0.0,-2878.26,Apple Pay,Returning,3.0,1,0,1,2023,11,4,Nov,Wednesday,479.71,10625.98
ORD001036,CUST00829,Patricia Obrien,juliegonzales@example.org,2024-10-23,2024-11-04 00:00:00.000000000,PROD535,Open-source neutral superstructure,Home & Garden,South,New Orleans,1,60.37,0.0,60.37,Credit Card,New,3.0,1,0,0,2024,10,4,Oct,Wednesday,60.37,3100.03
ORD001037,CUST01098,Paula Ortiz,lking@example.org,2023-11-10,2023-11-15 00:00:00.000000000,PROD703,Diverse homogeneous collaboration,Clothing,West,Seattle,4,192.75,0.15,655.35,Credit Card,Returning,1.0,1,0,0,2023,11,4,Nov,Friday,163.84,17826.21
ORD001038,CUST00562,Christopher Juarez,jennifer12@example.org,2023-08-21,2023-08-27 00:00:00.000000000,PROD870,Universal zero administration archive,Electronics,South,Miami,1,426.27,0.0,426.27,PayPal,New,3.0,1,0,0,2023,8,3,Aug,Monday,426.27,8686.35
ORD001039,CUST00979,Michael Stephens,pgriffin@example.com,2024-03-27,2024-04-02 00:00:00.000000000,PROD255,Assimilated eco-centric middleware,Electronics,West,Portland,1,155.22,0.2,124.18,Credit Card,VIP,1.0,1,0,0,2024,3,1,Mar,Wednesday,124.18,4440.700000000001
ORD001040,CUST00923,Katrina Yoder,ahoover@example.org,2024-07-25,2024-08-01 00:00:00.000000000,PROD161,Synergized holistic knowledge user,Sports,South,Houston,4,466.54,0.05,1772.85,Credit Card,New,3.0,1,0,0,2024,7,3,Jul,Thursday,443.21,4010.18
ORD001041,CUST00321,Brent Moreno,unknown,2023-09-28,2023-10-09 00:00:00.000000000,PROD823,Persistent fault-tolerant toolset,Electronics,South,Atlanta,4,108.42,0.0,433.68,PayPal,Returning,3.0,1,0,0,2023,9,3,Sep,Thursday,108.42,10875.970000000001
ORD001042,CUST00461,Sheila Hall,eperez@example.net,2024-10-02,2024-10-12 00:00:00.000000000,PROD414,Diverse 24hour time-frame,Sports,South,Miami,4,257.96,0.1,928.66,PayPal,Returning,3.0,1,0,0,2024,10,4,Oct,Wednesday,232.16,5560.389999999999
ORD001043,CUST01106,Tyler Sanchez,derekortega@example.net,2024-04-24,2024-04-30 13:25:29.142857144,PROD356,Implemented mission-critical implementation,Clothing,West,Los Angeles,3,565.89,0.1,3565.11,Debit Card,VIP,3.0,0,0,0,2024,4,2,Apr,Wednesday,910.02,6157.71
ORD001044,CUST00906,Robert Diaz,uwatkins@example.org,2024-11-19,2024-11-24 00:00:00.000000000,PROD193,Public-key exuding help-desk,Sports,Central,Dallas,3,284.95,0.15,726.62,Apple Pay,New,3.0,1,0,0,2024,11,4,Nov,Tuesday,242.21,2836.8999999999996
ORD001045,CUST01127,Wesley Henderson,unknown,2023-12-04,2023-12-11 00:00:00.000000000,PROD985,Fundamental holistic definition,Sports,North,Detroit,5,399.24,0.05,1896.39,Credit Card,Returning,5.0,1,0,0,2023,12,4,Dec,Monday,379.28,5717.96
ORD001046,CUST00106,Nicholas Cook,molson@example.org,2023-02-25,2023-03-01 00:00:00.000000000,PROD224,Grass-roots well-modulated Internet solution,Home & Garden,West,Portland,3,377.12,0.2,2413.57,Credit Card,Returning,2.0,1,0,0,2023,2,1,Feb,Saturday,627.43,7556.3
ORD001047,CUST00233,Joseph Rivas,knappzachary@example.org,2024-07-18,2024-07-19 00:00:00.000000000,PROD621,Configurable modular workforce,Home & Garden,South,Miami,2,138.7,0.2,221.92,Apple Pay,Returning,4.0,1,0,0,2024,7,3,Jul,Thursday,110.96,5082.26
ORD001048,CUST00850,Nicole James,elizabeth96@example.com,2024-07-18,2024-07-21 00:00:00.000000000,PROD957,Right-sized well-modulated moderator,Clothing,South,New Orleans,-3,519.1,0.0,-1557.3,Credit Card,Returning,2.0,1,0,1,2024,7,3,Jul,Thursday,519.1,6563.42
ORD001049,CUST00387,Kathleen Harris MD,weissjordan@example.net,2023-12-20,2023-12-26 00:00:00.000000000,PROD425,Mandatory mobile archive,Home & Garden,West,Portland,7,275.93,0.0,1931.51,Credit Card,VIP,4.0,1,0,0,2023,12,4,Dec,Wednesday,275.93,3697.05
ORD001050,CUST00902,Charles Castillo,ritteralbert@example.org,2024-05-22,2024-05-28 13:25:29.142857144,PROD258,Synergized needs-based matrices,Electronics,West,San Francisco,6,522.47,0.2,2507.86,PayPal,VIP,3.0,0,0,0,2024,5,2,May,Wednesday,417.98,2555.4500000000003
ORD001051,CUST01000,Jennifer Chaney,wlewis@example.com,2024-10-27,2024-10-29 00:00:00.000000000,PROD332,Reduced object-oriented data-warehouse,Electronics,Central,Nashville,7,572.71,0.15,3407.62,Apple Pay,VIP,3.0,1,0,0,2024,10,4,Oct,Sunday,486.8,7918.94
ORD001052,CUST00115,Michele Clay,nicholsmatthew@example.net,2023-06-20,2023-07-02 00:00:00.000000000,PROD911,Intuitive stable moratorium,Clothing,North,Milwaukee,1,32.36,0.2,25.89,Debit Card,New,3.0,1,0,0,2023,6,2,Jun,Tuesday,25.89,4407.85
ORD001053,CUST00523,Rhonda Cole,nicole96@example.com,2024-05-24,2024-06-03 00:00:00.000000000,PROD175,Intuitive grid-enabled infrastructure,Electronics,West,San Francisco,8,384.55,0.05,2922.58,PayPal,VIP,3.0,1,0,0,2024,5,2,May,Friday,365.32,4690.01
ORD001054,CUST00486,Lisa Gomez,ihogan@example.com,2024-04-12,2024-04-17 00:00:00.000000000,PROD949,Polarized empowering encoding,Electronics,West,Seattle,7,512.73,0.0,3589.11,PayPal,New,3.0,1,0,0,2024,4,2,Apr,Friday,512.73,6238.82
ORD001055,CUST00514,Michael Williams,adrienneblackburn@example.org,2023-10-21,2023-10-25 00:00:00.000000000,PROD742,Centralized reciprocal monitoring,Sports,North,Milwaukee,6,135.31,0.0,811.86,PayPal,Returning,1.0,1,0,0,2023,10,4,Oct,Saturday,135.31,5346.5199999999995
ORD001056,CUST00412,Matthew Thomas,vwilliams@example.com,2023-05-15,2023-05-17 00:00:00.000000000,PROD950,Multi-lateral value-added hub,Clothing,Central,Kansas City,6,449.75,0.0,2698.5,PayPal,VIP,3.0,1,0,0,2023,5,2,May,Monday,449.75,4848.74
ORD001057,CUST00814,Tyler Mckinney,jburns@example.org,2023-04-28,2023-05-06 00:00:00.000000000,PROD649,Self-enabling intermediate framework,Home & Garden,East,Philadelphia,3,453.72,0.0,1361.16,PayPal,Returning,3.0,1,0,0,2023,4,2,Apr,Friday,453.72,13297.470000000001
ORD001058,CUST01150,John Adams,sscott@example.net,2024-10-15,2024-10-21 00:00:00.000000000,PROD817,Cloned actuating workforce,Electronics,East,Washington DC,4,285.53,0.1,1027.91,Apple Pay,New,1.0,1,0,0,2024,10,4,Oct,Tuesday,256.98,3660.2799999999997
ORD001059,CUST01107,Ronnie Hernandez,rroberts@example.com,2024-05-19,2024-05-21 00:00:00.000000000,PROD601,Upgradable mission-critical projection,Electronics,North,Minneapolis,3,236.24,0.0,708.72,PayPal,New,3.0,1,0,0,2024,5,2,May,Sunday,236.24,3699.06
ORD001060,CUST01116,Cynthia Ramirez,jacqueline47@example.com,2024-03-31,2024-04-04 00:00:00.000000000,PROD968,Synergistic contextually-based intranet,Electronics,South,New Orleans,2,588.65,0.0,1177.3,Credit Card,Returning,3.0,1,0,0,2024,3,1,Mar,Sunday,588.65,1177.3
ORD001061,CUST00141,Christina Villanueva,jessefrazier@example.com,2023-02-21,2023-02-27 00:00:00.000000000,PROD892,Focused zero-defect hub,Clothing,Central,Dallas,3,473.25,0.0,1419.75,Credit Card,New,3.0,1,0,0,2023,2,1,Feb,Tuesday,473.25,3875.53
ORD001062,CUST00270,David Diaz,unknown,2024-07-07,2024-07-12 00:00:00.000000000,PROD153,Robust bottom-line project,Books,South,Atlanta,2,398.33,0.0,796.66,Apple Pay,Returning,3.0,1,0,0,2024,7,3,Jul,Sunday,398.33,9709.76
ORD001063,CUST00089,Andrew Graves,alexander36@example.org,2024-04-04,2024-04-10 00:00:00.000000000,PROD131,Optimized composite hardware,Home & Garden,North,Milwaukee,2,273.94,0.0,547.88,Apple Pay,Returning,4.0,1,0,0,2024,4,2,Apr,Thursday,273.94,3260.58
ORD001064,CUST00135,Christopher Tran,brandonwoods@example.org,2024-12-30,2025-01-07 00:00:00.000000000,PROD711,Expanded holistic throughput,Electronics,North,Milwaukee,2,196.66,0.0,393.32,Apple Pay,Returning,4.0,1,0,0,2024,12,4,Dec,Monday,196.66,4716.09
ORD001065,CUST00848,Sabrina Robinson,jennifer12@example.org,2024-11-01,2024-11-12 00:00:00.000000000,PROD781,Customer-focused tertiary knowledge user,Electronics,North,Chicago,4,260.89,0.0,1043.56,Debit Card,Returning,4.0,1,0,0,2024,11,4,Nov,Friday,260.89,6886.12
ORD001066,CUST00123,Michael Torres,vazquezthomas@example.com,2023-03-29,2023-03-31 00:00:00.000000000,PROD781,Profound high-level parallelism,Home & Garden,North,Chicago,6,488.0,0.1,2635.2,Apple Pay,VIP,3.0,1,0,0,2023,3,1,Mar,Wednesday,439.2,6186.54
ORD001067,CUST00460,Kathryn Holder,josephnelson@example.com,2024-09-06,2024-09-11 00:00:00.000000000,PROD331,Virtual well-modulated Internet solution,Clothing,North,Minneapolis,4,97.06,0.05,368.83,PayPal,Returning,3.0,1,0,0,2024,9,3,Sep,Friday,92.21,8020.35
ORD001068,CUST00633,Lori Glover,alan34@example.com,2024-09-15,2024-09-26 00:00:00.000000000,PROD171,Mandatory full-range service-desk,Books,Central,Dallas,5,22.23,0.0,111.15,Credit Card,VIP,1.0,1,0,0,2024,9,3,Sep,Sunday,22.23,111.15
ORD001069,CUST00665,Jessica Gates,codylittle@example.org,2024-01-21,2024-01-28 00:00:00.000000000,PROD732,Cloned composite process improvement,Home & Garden,Central,Denver,-3,225.18,0.15,-574.21,Credit Card,New,3.0,1,0,1,2024,1,1,Jan,Sunday,191.4,1422.8
ORD001070,CUST00707,Victor Robinson,whitneymiles@example.com,2024-09-13,2024-09-21 00:00:00.000000000,PROD146,Integrated methodical collaboration,Clothing,West,Portland,4,454.19,0.0,1816.76,Credit Card,New,2.0,1,0,0,2024,9,3,Sep,Friday,454.19,2953.4
ORD001071,CUST00882,Alyssa Townsend,ochoatammy@example.net,2023-05-21,2023-05-26 00:00:00.000000000,PROD925,Organic secondary framework,Clothing,East,Boston,2,9.6,0.15,16.32,Apple Pay,VIP,1.0,1,0,0,2023,5,2,May,Sunday,8.16,501.38
ORD001072,CUST00856,Russell Landry,lindamontoya@example.com,2024-04-15,2024-04-17 00:00:00.000000000,PROD571,Integrated multi-state encoding,Electronics,West,Los Angeles,7,346.17,0.15,2059.71,PayPal,New,3.0,1,0,0,2024,4,2,Apr,Monday,294.24,8215.25
ORD001073,CUST00696,Stephen Brown,katie20@example.org,2024-03-22,2024-04-01 00:00:00.000000000,PROD298,Expanded hybrid encoding,Clothing,North,Detroit,2,240.48,0.0,480.96,PayPal,New,3.0,1,0,0,2024,3,1,Mar,Friday,240.48,5912.54
ORD001074,CUST00155,Lauren Wagner DVM,fitzgeraldcarol@example.com,2023-04-16,2023-04-19 00:00:00.000000000,PROD559,Innovative full-range concept,Clothing,South,Atlanta,3,363.43,0.2,872.23,Credit Card,Returning,5.0,1,0,0,2023,4,2,Apr,Sunday,290.74,872.23
ORD001075,CUST00563,Melanie Ross,martinrussell@example.com,2023-06-04,2023-06-12 00:00:00.000000000,PROD477,Virtual reciprocal middleware,Electronics,East,Philadelphia,8,380.67,0.2,2436.29,Credit Card,Returning,3.0,1,0,0,2023,6,2,Jun,Sunday,304.54,4710.93
ORD001076,CUST01171,Joshua Gonzalez,hunterbrandon@example.com,2024-04-18,2024-04-28 00:00:00.000000000,PROD205,Enterprise-wide optimal data-warehouse,Home & Garden,North,Milwaukee,1,272.59,0.2,218.07,PayPal,New,3.0,1,0,0,2024,4,2,Apr,Thursday,218.07,2711.7999999999997
ORD001077,CUST00326,Suzanne Vega,scottmatthew@example.org,2023-02-10,2023-02-14 00:00:00.000000000,PROD153,Versatile empowering open architecture,Sports,North,Detroit,8,316.82,0.1,2281.1,Credit Card,New,3.0,1,0,0,2023,2,1,Feb,Friday,285.14,6225.37
ORD001078,CUST00290,Heidi Duran,gary16@example.org,2023-10-18,2023-10-23 00:00:00.000000000,PROD825,Focused dynamic focus group,Books,North,Milwaukee,3,203.35,0.1,549.04,PayPal,Returning,3.0,1,0,0,2023,10,4,Oct,Wednesday,183.01,1633.34
ORD001079,CUST01042,Joel Burgess,tammyball@example.com,2024-11-17,2024-11-29 00:00:00.000000000,PROD597,De-engineered non-volatile hardware,Books,East,Boston,2,389.38,0.05,739.82,Debit Card,New,3.0,1,0,0,2024,11,4,Nov,Sunday,369.91,739.82
ORD001080,CUST00333,Lisa Nelson,larrylane@example.com,2024-11-08,2024-11-14 00:00:00.000000000,PROD144,Cross-platform modular collaboration,Electronics,North,Chicago,3,360.36,0.0,1081.08,Credit Card,Returning,4.0,1,0,0,2024,11,4,Nov,Friday,360.36,2677.0299999999997
ORD001081,CUST00961,David Sharp,mooregregory@example.com,2024-04-04,2024-04-08 00:00:00.000000000,PROD887,Realigned eco-centric analyzer,Home & Garden,Central,Kansas City,5,579.53,0.2,2318.12,Apple Pay,Returning,4.0,1,0,0,2024,4,2,Apr,Thursday,463.62,12941.279999999999
ORD001082,CUST00761,Jeremy Hendricks,claudia87@example.com,2024-09-11,2024-09-14 00:00:00.000000000,PROD881,Programmable zero-defect function,Electronics,South,Atlanta,1,386.5,0.2,309.2,Apple Pay,VIP,2.0,1,0,0,2024,9,3,Sep,Wednesday,309.2,1045.64
ORD001083,CUST01029,Michelle Harper,johnmoyer@example.net,2023-08-16,2023-08-24 00:00:00.000000000,PROD201,Organized intangible initiative,Electronics,West,Los Angeles,1,251.86,0.05,239.27,Credit Card,New,2.0,1,0,0,2023,8,3,Aug,Wednesday,239.27,4962.96
ORD001084,CUST00919,Suzanne Bowman,thompsonmichelle@example.net,2023-10-21,2023-10-27 13:25:29.142857144,PROD844,Extended grid-enabled methodology,Sports,South,Houston,3,456.51,0.05,1301.05,Apple Pay,New,3.0,0,0,0,2023,10,4,Oct,Saturday,433.68,2056.05
ORD001085,CUST01024,Ronald Paul,zmason@example.com,2023-05-05,2023-05-06 00:00:00.000000000,PROD729,Synergized zero-defect hierarchy,Clothing,South,Miami,8,12730.64,0.2,271.17,Credit Card,Returning,3.0,1,1,0,2023,5,2,May,Friday,33.9,877.79
ORD001086,CUST00090,Scott Sanchez,zharris@example.org,2023-03-11,2023-03-20 00:00:00.000000000,PROD453,Multi-lateral scalable database,Home & Garden,North,Minneapolis,-1,237.32,0.05,-225.45,Credit Card,Returning,3.0,1,0,1,2023,3,1,Mar,Saturday,225.45,12221.06
ORD001087,CUST00952,Annette Jones,jgreen@example.org,2023-05-17,2023-05-18 00:00:00.000000000,PROD568,Ergonomic attitude-oriented functionalities,Clothing,Central,Kansas City,6,489.04,0.0,2934.24,Debit Card,New,2.0,1,0,0,2023,5,2,May,Wednesday,489.04,8526.13
ORD001088,CUST00392,Alyssa Thomas,annette42@example.org,2023-11-14,2023-11-20 13:25:29.142857144,PROD918,Polarized zero administration workforce,Clothing,North,Minneapolis,8,155.72,0.2,996.61,Apple Pay,Returning,4.0,0,0,0,2023,11,4,Nov,Tuesday,124.58,1253.63
ORD001089,CUST00870,Linda Thompson,candacedavis@example.net,2024-05-23,2024-06-04 00:00:00.000000000,PROD181,Reverse-engineered upward-trending capacity,Home & Garden,East,Boston,5,481.68,0.15,2047.14,PayPal,New,5.0,1,0,0,2024,5,2,May,Thursday,409.43,3748.3100000000004
ORD001090,CUST00891,Paul Hernandez,weberkatherine@example.com,2024-12-07,2024-12-15 00:00:00.000000000,PROD472,Up-sized systematic migration,Clothing,West,San Francisco,1,437.45,0.0,437.45,Credit Card,Returning,1.0,1,0,0,2024,12,4,Dec,Saturday,437.45,9280.34
ORD001091,CUST00067,Dustin Pittman,anthony63@example.org,2023-02-05,2023-02-08 00:00:00.000000000,PROD687,Intuitive transitional alliance,Electronics,South,New Orleans,6,220.48,0.1,1190.59,PayPal,New,3.0,1,0,0,2023,2,1,Feb,Sunday,198.43,4055.01
ORD001092,CUST00242,Matthew Charles,randy61@example.net,2023-04-27,2023-04-28 00:00:00.000000000,PROD602,Ergonomic bifurcated installation,Books,East,Boston,8,313.06,0.1,2254.03,Debit Card,VIP,4.0,1,0,0,2023,4,2,Apr,Thursday,281.75,2334.7000000000003
ORD001093,CUST00133,Emily Clark,hickssarah@example.net,2023-03-31,2023-04-11 00:00:00.000000000,PROD817,Sharable encompassing project,Home & Garden,South,New Orleans,6,402.36,0.15,2052.04,PayPal,New,2.0,1,0,0,2023,3,1,Mar,Friday,342.01,2672.95
ORD001094,CUST00756,Sandra Aguirre,samanthamoran@example.org,2023-05-23,2023-05-27 00:00:00.000000000,PROD507,Profit-focused zero administration monitoring,Books,North,Detroit,1,219.73,0.1,197.76,Credit Card,Returning,4.0,1,0,0,2023,5,2,May,Tuesday,197.76,958.64
